Nombre,RUT,Curso,Sección,Asignatura,Profesor,Fecha,Tipo,Nota
Veronica Rodriguez,10000960-9,3ro Medio,B,Educación Ciudadana,Marcos Seguel,08-10-2025,evaluacion,76
Veronica Arancibia,10000968-4,3ro Medio,B,Educación Ciudadana,Marcos Seguel,08-10-2025,evaluacion,92
Pedro Molina,10000090-3,2do Básico,A,Ciencias Naturales,Carlos Pérez,09-10-2025,evaluacion,90
Lucia Perez,10000103-9,2do Básico,A,Ciencias Naturales,Carlos Pérez,09-10-2025,evaluacion,65
Lucia Ramirez,10000106-3,2do Básico,A,Ciencias Naturales,Carlos Pérez,09-10-2025,evaluacion,47
Lucia Mendez,10000123-3,2do Básico,A,Ciencias Naturales,Carlos Pérez,09-10-2025,evaluacion,97
Carlos Diaz,10000157-8,2do Básico,B,Ciencias Naturales,Carlos Pérez,09-10-2025,prueba,65
Sofia Rojas,10000272-8,4to Básico,A,Matemáticas,Javier Ramírez,09-10-2025,prueba,69
Sofia Ibarra,10000280-9,4to Básico,A,Matemáticas,Javier Ramírez,09-10-2025,prueba,70
Sofia Aguirre,10000291-4,4to Básico,A,Matemáticas,Javier Ramírez,09-10-2025,prueba,92
Sofia Leiva,10000292-2,4to Básico,A,Matemáticas,Javier Ramírez,09-10-2025,prueba,95
Sofia Sepulveda,10000297-3,4to Básico,A,Matemáticas,Javier Ramírez,09-10-2025,prueba,81
Javier Perez,10000303-1,4to Básico,A,Matemáticas,Javier Ramírez,09-10-2025,prueba,33
Javier Martinez,10000305-8,4to Básico,A,Matemáticas,Javier Ramírez,09-10-2025,prueba,45
Javier Arancibia,10000318-K,4to Básico,B,"Historia, Geografía y Ciencias Sociales",Mariana López,09-10-2025,tarea,95
Javier Serrano,10000344-9,4to Básico,B,"Historia, Geografía y Ciencias Sociales",Mariana López,09-10-2025,tarea,56
Mariana Vera,10000361-9,5to Básico,A,Matemáticas,Ruben Alvarez,09-10-2025,evaluacion,99
Mariana Herrera,10000363-5,5to Básico,A,Matemáticas,Ruben Alvarez,09-10-2025,evaluacion,55
Mariana Vargas,10000386-4,5to Básico,A,Matemáticas,Ruben Alvarez,09-10-2025,evaluacion,48
Mariana Cruz,10000387-2,5to Básico,A,Matemáticas,Ruben Alvarez,09-10-2025,evaluacion,45
Mariana Carmona,10000395-3,5to Básico,A,Matemáticas,Ruben Alvarez,09-10-2025,evaluacion,89
Mariana Quinteros,10000396-1,5to Básico,A,Matemáticas,Ruben Alvarez,09-10-2025,evaluacion,57
Teresa Mendez,10000573-5,7mo Básico,A,Ciencias Naturales,Claudia Rojas,09-10-2025,prueba,81
Teresa Salinas,10000581-6,7mo Básico,A,Ciencias Naturales,Claudia Rojas,09-10-2025,prueba,69
Raquel Vera,10000661-8,8vo Básico,A,Ciencias Naturales,Lorena Bravo,09-10-2025,prueba,75
Marcos Herrera,10000813-0,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,09-10-2025,prueba,94
Marcos Navarro,10000814-9,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,09-10-2025,prueba,63
Marcos Cortes,10000829-7,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,09-10-2025,prueba,93
Marcos Nunez,10000832-7,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,09-10-2025,prueba,90
Marcos Cruz,10000837-8,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,09-10-2025,prueba,48
Marcos Tapia,10000843-2,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,09-10-2025,prueba,81
Marcos Serrano,10000844-0,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,09-10-2025,prueba,33
Patricia Lopez,10000850-5,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,09-10-2025,prueba,59
Patricia Gomez,10000854-8,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,09-10-2025,prueba,37
Esteban Martinez,10000905-6,3ro Medio,A,Química,Daniela Segura,09-10-2025,prueba,37
Esteban Valenzuela,10000938-2,3ro Medio,A,Química,Daniela Segura,09-10-2025,prueba,92
Carla Ramirez,10000456-9,6to Básico,A,Matemáticas,Natalia Castro,10-10-2025,tarea,86
Carla Herrera,10000463-1,6to Básico,A,Matemáticas,Natalia Castro,10-10-2025,tarea,80
Carla Fuentes,10000467-4,6to Básico,A,Matemáticas,Natalia Castro,10-10-2025,tarea,96
Carla Alvarez,10000469-0,6to Básico,A,Matemáticas,Natalia Castro,10-10-2025,tarea,56
Carla Palma,10000471-2,6to Básico,A,Matemáticas,Natalia Castro,10-10-2025,tarea,98
Carla Rojas,10000472-0,6to Básico,A,Matemáticas,Natalia Castro,10-10-2025,tarea,97
Carla Soto,10000476-3,6to Básico,A,Matemáticas,Natalia Castro,10-10-2025,tarea,35
Carla Vargas,10000486-0,6to Básico,A,Matemáticas,Natalia Castro,10-10-2025,tarea,91
Carla Aguirre,10000491-7,6to Básico,A,Matemáticas,Natalia Castro,10-10-2025,tarea,73
Carla Serrano,10000494-1,6to Básico,A,Matemáticas,Natalia Castro,10-10-2025,tarea,94
Miguel Morales,10000509-3,6to Básico,B,"Historia, Geografía y Ciencias Sociales",Claudia Rojas,10-10-2025,prueba,42
Miguel Arancibia,10000518-2,6to Básico,B,"Historia, Geografía y Ciencias Sociales",Claudia Rojas,10-10-2025,prueba,64
Miguel Ibarra,10000530-1,6to Básico,B,"Historia, Geografía y Ciencias Sociales",Claudia Rojas,10-10-2025,prueba,43
Miguel Nunez,10000532-8,6to Básico,B,"Historia, Geografía y Ciencias Sociales",Claudia Rojas,10-10-2025,prueba,85
Miguel Cruz,10000537-9,6to Básico,B,"Historia, Geografía y Ciencias Sociales",Claudia Rojas,10-10-2025,prueba,53
Miguel Valenzuela,10000538-7,6to Básico,B,"Historia, Geografía y Ciencias Sociales",Claudia Rojas,10-10-2025,prueba,98
Teresa Mendez,10000573-5,7mo Básico,A,Lenguaje y Comunicación,Claudia Rojas,10-10-2025,tarea,65
Teresa Salinas,10000581-6,7mo Básico,A,Lenguaje y Comunicación,Claudia Rojas,10-10-2025,tarea,44
Teresa Cruz,10000587-5,7mo Básico,B,Ciencias Naturales,Felipe Mendez,10-10-2025,prueba,49
Teresa Valenzuela,10000588-3,7mo Básico,B,Ciencias Naturales,Felipe Mendez,10-10-2025,prueba,62
Teresa Quinteros,10000596-4,7mo Básico,B,Ciencias Naturales,Felipe Mendez,10-10-2025,prueba,74
Teresa Campos,10000599-9,7mo Básico,B,Ciencias Naturales,Felipe Mendez,10-10-2025,prueba,92
Juan Martinez,10000605-7,7mo Básico,B,Ciencias Naturales,Felipe Mendez,10-10-2025,prueba,46
Juan Morales,10000609-K,7mo Básico,B,Ciencias Naturales,Felipe Mendez,10-10-2025,prueba,91
Juan Rodriguez,10000610-3,7mo Básico,B,Ciencias Naturales,Felipe Mendez,10-10-2025,prueba,41
Juan Arancibia,10000618-9,7mo Básico,B,Ciencias Naturales,Felipe Mendez,10-10-2025,prueba,63
Juan Castro,10000620-0,7mo Básico,B,Ciencias Naturales,Felipe Mendez,10-10-2025,prueba,38
Juan Bravo,10000624-3,7mo Básico,B,Ciencias Naturales,Felipe Mendez,10-10-2025,prueba,56
Jose Fernandez,10000702-9,8vo Básico,B,Ciencias Naturales,Sergio Vega,10-10-2025,tarea,91
Jose Rodriguez,10000710-K,8vo Básico,B,Ciencias Naturales,Sergio Vega,10-10-2025,tarea,97
Jose Silva,10000715-0,8vo Básico,B,Ciencias Naturales,Sergio Vega,10-10-2025,tarea,55
Jose Munoz,10000716-9,8vo Básico,B,Ciencias Naturales,Sergio Vega,10-10-2025,tarea,42
Marcos Herrera,10000813-0,2do Medio,A,Química,Juan Lopez,10-10-2025,tarea,97
Marcos Navarro,10000814-9,2do Medio,A,Química,Juan Lopez,10-10-2025,tarea,82
Marcos Cortes,10000829-7,2do Medio,A,Química,Juan Lopez,10-10-2025,tarea,98
Marcos Nunez,10000832-7,2do Medio,A,Química,Juan Lopez,10-10-2025,tarea,94
Marcos Cruz,10000837-8,2do Medio,A,Química,Juan Lopez,10-10-2025,tarea,99
Marcos Tapia,10000843-2,2do Medio,A,Química,Juan Lopez,10-10-2025,tarea,77
Marcos Serrano,10000844-0,2do Medio,A,Química,Juan Lopez,10-10-2025,tarea,99
Patricia Lopez,10000850-5,2do Medio,A,Química,Juan Lopez,10-10-2025,tarea,92
Patricia Gomez,10000854-8,2do Medio,A,Química,Juan Lopez,10-10-2025,tarea,46
Esteban Martinez,10000905-6,3ro Medio,A,Educación Ciudadana,Marcos Seguel,10-10-2025,evaluacion,44
Esteban Valenzuela,10000938-2,3ro Medio,A,Educación Ciudadana,Marcos Seguel,10-10-2025,evaluacion,96
Esteban Carmona,10000945-5,3ro Medio,B,Biología,Jose Perez,10-10-2025,prueba,59
Veronica Fernandez,10000952-8,3ro Medio,B,Biología,Jose Perez,10-10-2025,prueba,88
Veronica Diaz,10000957-9,3ro Medio,B,Biología,Jose Perez,10-10-2025,prueba,32
Veronica Rodriguez,10000960-9,3ro Medio,B,Biología,Jose Perez,10-10-2025,prueba,39
Veronica Arancibia,10000968-4,3ro Medio,B,Biología,Jose Perez,10-10-2025,prueba,71
Esteban Carmona,10000945-5,3ro Medio,B,Física,Jose Perez,10-10-2025,prueba,32
Veronica Fernandez,10000952-8,3ro Medio,B,Física,Jose Perez,10-10-2025,prueba,60
Veronica Diaz,10000957-9,3ro Medio,B,Física,Jose Perez,10-10-2025,prueba,61
Veronica Rodriguez,10000960-9,3ro Medio,B,Física,Jose Perez,10-10-2025,prueba,59
Veronica Arancibia,10000968-4,3ro Medio,B,Física,Jose Perez,10-10-2025,prueba,65
Esteban Carmona,10000945-5,3ro Medio,B,Química,Daniela Segura,10-10-2025,evaluacion,84
Veronica Fernandez,10000952-8,3ro Medio,B,Química,Daniela Segura,10-10-2025,evaluacion,51
Veronica Diaz,10000957-9,3ro Medio,B,Química,Daniela Segura,10-10-2025,evaluacion,55
Veronica Rodriguez,10000960-9,3ro Medio,B,Química,Daniela Segura,10-10-2025,evaluacion,76
Veronica Arancibia,10000968-4,3ro Medio,B,Química,Daniela Segura,10-10-2025,evaluacion,52
Veronica Carmona,10000995-1,4to Medio,A,Lenguaje y Comunicación,Felipe Castro,10-10-2025,evaluacion,32
Andres Castro,10001020-8,4to Medio,A,Lenguaje y Comunicación,Felipe Castro,10-10-2025,evaluacion,30
Andres Soto,10001026-7,4to Medio,A,Lenguaje y Comunicación,Felipe Castro,10-10-2025,evaluacion,89
Andres Ortiz,10001027-5,4to Medio,A,Lenguaje y Comunicación,Felipe Castro,10-10-2025,evaluacion,92
Ana Benitez,10000048-2,1ro Básico,B,Matemáticas,Ana López,11-10-2025,prueba,34
Ana Campos,10000049-0,1ro Básico,B,Matemáticas,Ana López,11-10-2025,prueba,67
Pedro Vera,10000061-K,1ro Básico,B,Matemáticas,Ana López,11-10-2025,prueba,33
Pedro Alvarez,10000069-5,1ro Básico,B,Matemáticas,Ana López,11-10-2025,prueba,77
Carla Ramirez,10000456-9,6to Básico,A,Matemáticas,Natalia Castro,11-10-2025,tarea,85
Carla Herrera,10000463-1,6to Básico,A,Matemáticas,Natalia Castro,11-10-2025,tarea,75
Carla Fuentes,10000467-4,6to Básico,A,Matemáticas,Natalia Castro,11-10-2025,tarea,94
Carla Alvarez,10000469-0,6to Básico,A,Matemáticas,Natalia Castro,11-10-2025,tarea,48
Carla Palma,10000471-2,6to Básico,A,Matemáticas,Natalia Castro,11-10-2025,tarea,95
Carla Rojas,10000472-0,6to Básico,A,Matemáticas,Natalia Castro,11-10-2025,tarea,99
Carla Soto,10000476-3,6to Básico,A,Matemáticas,Natalia Castro,11-10-2025,tarea,54
Carla Vargas,10000486-0,6to Básico,A,Matemáticas,Natalia Castro,11-10-2025,tarea,96
Carla Aguirre,10000491-7,6to Básico,A,Matemáticas,Natalia Castro,11-10-2025,tarea,88
Carla Serrano,10000494-1,6to Básico,A,Matemáticas,Natalia Castro,11-10-2025,tarea,92
Teresa Mendez,10000573-5,7mo Básico,A,Ciencias Naturales,Claudia Rojas,11-10-2025,prueba,62
Teresa Salinas,10000581-6,7mo Básico,A,Ciencias Naturales,Claudia Rojas,11-10-2025,prueba,60
Teresa Cruz,10000587-5,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-10-2025,tarea,88
Teresa Valenzuela,10000588-3,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-10-2025,tarea,91
Teresa Quinteros,10000596-4,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-10-2025,tarea,99
Teresa Campos,10000599-9,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-10-2025,tarea,90
Juan Martinez,10000605-7,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-10-2025,tarea,73
Juan Morales,10000609-K,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-10-2025,tarea,67
Juan Rodriguez,10000610-3,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-10-2025,tarea,30
Juan Arancibia,10000618-9,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-10-2025,tarea,55
Juan Castro,10000620-0,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-10-2025,tarea,46
Juan Bravo,10000624-3,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,11-10-2025,tarea,92
Sandra Sepulveda,10000797-5,1ro Medio,B,Química,Carla Sánchez,11-10-2025,evaluacion,84
Sandra Campos,10000799-1,1ro Medio,B,Química,Carla Sánchez,11-10-2025,evaluacion,100
Marcos Sanchez,10000808-4,1ro Medio,B,Química,Carla Sánchez,11-10-2025,evaluacion,72
Sandra Sepulveda,10000797-5,1ro Medio,B,Filosofía,Pedro Segura,11-10-2025,tarea,62
Sandra Campos,10000799-1,1ro Medio,B,Filosofía,Pedro Segura,11-10-2025,tarea,31
Marcos Sanchez,10000808-4,1ro Medio,B,Filosofía,Pedro Segura,11-10-2025,tarea,61
Patricia Diaz,10000857-2,2do Medio,B,Química,Juan Lopez,11-10-2025,tarea,97
Patricia Rojas,10000872-6,2do Medio,B,Química,Juan Lopez,11-10-2025,tarea,91
Patricia Salinas,10000881-5,2do Medio,B,Química,Juan Lopez,11-10-2025,tarea,99
Patricia Valenzuela,10000888-2,2do Medio,B,Química,Juan Lopez,11-10-2025,tarea,99
Patricia Sepulveda,10000897-1,2do Medio,B,Química,Juan Lopez,11-10-2025,tarea,47
Patricia Benitez,10000898-K,2do Medio,B,Química,Juan Lopez,11-10-2025,tarea,99
Catalina Gomez,10001054-2,4to Medio,B,Biología,Adriana Velez,11-10-2025,prueba,54
Catalina Cortes,10001079-8,4to Medio,B,Biología,Adriana Velez,11-10-2025,prueba,56
Ana Benitez,10000048-2,1ro Básico,B,Lenguaje y Comunicación,Ana López,12-10-2025,tarea,95
Ana Campos,10000049-0,1ro Básico,B,Lenguaje y Comunicación,Ana López,12-10-2025,tarea,84
Pedro Vera,10000061-K,1ro Básico,B,Lenguaje y Comunicación,Ana López,12-10-2025,tarea,64
Pedro Alvarez,10000069-5,1ro Básico,B,Lenguaje y Comunicación,Ana López,12-10-2025,tarea,81
Carlos Tapia,10000193-4,3ro Básico,A,Lenguaje y Comunicación,Martín Gómez,12-10-2025,prueba,48
Martin Perez,10000203-5,3ro Básico,A,Lenguaje y Comunicación,Martín Gómez,12-10-2025,prueba,43
Martin Diaz,10000207-8,3ro Básico,A,Lenguaje y Comunicación,Martín Gómez,12-10-2025,prueba,34
Martin Rodriguez,10000210-8,3ro Básico,A,Lenguaje y Comunicación,Martín Gómez,12-10-2025,prueba,91
Luis Rios,10000412-7,5to Básico,B,Matemáticas,Gustavo Farias,12-10-2025,prueba,94
Luis Munoz,10000416-K,5to Básico,B,Matemáticas,Gustavo Farias,12-10-2025,prueba,47
Luis Mendez,10000423-2,5to Básico,B,Matemáticas,Gustavo Farias,12-10-2025,prueba,88
Luis Carmona,10000445-3,5to Básico,B,Matemáticas,Gustavo Farias,12-10-2025,prueba,94
Luis Sepulveda,10000447-K,5to Básico,B,Matemáticas,Gustavo Farias,12-10-2025,prueba,91
Raquel Vera,10000661-8,8vo Básico,A,Matemáticas,Gustavo Farias,12-10-2025,evaluacion,71
Jose Fernandez,10000702-9,8vo Básico,B,"Historia, Geografía y Ciencias Sociales",Sergio Vega,12-10-2025,tarea,55
Jose Rodriguez,10000710-K,8vo Básico,B,"Historia, Geografía y Ciencias Sociales",Sergio Vega,12-10-2025,tarea,96
Jose Silva,10000715-0,8vo Básico,B,"Historia, Geografía y Ciencias Sociales",Sergio Vega,12-10-2025,tarea,91
Jose Munoz,10000716-9,8vo Básico,B,"Historia, Geografía y Ciencias Sociales",Sergio Vega,12-10-2025,tarea,99
Jose Fernandez,10000702-9,8vo Básico,B,Matemáticas,Lorena Bravo,12-10-2025,evaluacion,86
Jose Rodriguez,10000710-K,8vo Básico,B,Matemáticas,Lorena Bravo,12-10-2025,evaluacion,63
Jose Silva,10000715-0,8vo Básico,B,Matemáticas,Lorena Bravo,12-10-2025,evaluacion,83
Jose Munoz,10000716-9,8vo Básico,B,Matemáticas,Lorena Bravo,12-10-2025,evaluacion,90
Patricia Diaz,10000857-2,2do Medio,B,Biología,Teresa Diaz,12-10-2025,prueba,93
Patricia Rojas,10000872-6,2do Medio,B,Biología,Teresa Diaz,12-10-2025,prueba,30
Patricia Salinas,10000881-5,2do Medio,B,Biología,Teresa Diaz,12-10-2025,prueba,48
Patricia Valenzuela,10000888-2,2do Medio,B,Biología,Teresa Diaz,12-10-2025,prueba,72
Patricia Sepulveda,10000897-1,2do Medio,B,Biología,Teresa Diaz,12-10-2025,prueba,42
Patricia Benitez,10000898-K,2do Medio,B,Biología,Teresa Diaz,12-10-2025,prueba,91
Esteban Martinez,10000905-6,3ro Medio,A,Filosofía,Marcos Seguel,12-10-2025,tarea,75
Esteban Valenzuela,10000938-2,3ro Medio,A,Filosofía,Marcos Seguel,12-10-2025,tarea,98
Veronica Carmona,10000995-1,4to Medio,A,Filosofía,Maria Labbe,12-10-2025,prueba,99
Andres Castro,10001020-8,4to Medio,A,Filosofía,Maria Labbe,12-10-2025,prueba,98
Andres Soto,10001026-7,4to Medio,A,Filosofía,Maria Labbe,12-10-2025,prueba,49
Andres Ortiz,10001027-5,4to Medio,A,Filosofía,Maria Labbe,12-10-2025,prueba,80
Veronica Carmona,10000995-1,4to Medio,A,Educación Ciudadana,Felipe Castro,12-10-2025,tarea,69
Andres Castro,10001020-8,4to Medio,A,Educación Ciudadana,Felipe Castro,12-10-2025,tarea,60
Andres Soto,10001026-7,4to Medio,A,Educación Ciudadana,Felipe Castro,12-10-2025,tarea,68
Andres Ortiz,10001027-5,4to Medio,A,Educación Ciudadana,Felipe Castro,12-10-2025,tarea,68
Ana Benitez,10000048-2,1ro Básico,B,Lenguaje y Comunicación,Ana López,13-10-2025,prueba,91
Ana Campos,10000049-0,1ro Básico,B,Lenguaje y Comunicación,Ana López,13-10-2025,prueba,78
Pedro Vera,10000061-K,1ro Básico,B,Lenguaje y Comunicación,Ana López,13-10-2025,prueba,82
Pedro Alvarez,10000069-5,1ro Básico,B,Lenguaje y Comunicación,Ana López,13-10-2025,prueba,84
Ana Benitez,10000048-2,1ro Básico,B,Matemáticas,Ana López,13-10-2025,prueba,38
Ana Campos,10000049-0,1ro Básico,B,Matemáticas,Ana López,13-10-2025,prueba,65
Pedro Vera,10000061-K,1ro Básico,B,Matemáticas,Ana López,13-10-2025,prueba,44
Pedro Alvarez,10000069-5,1ro Básico,B,Matemáticas,Ana López,13-10-2025,prueba,74
Carlos Tapia,10000193-4,3ro Básico,A,Matemáticas,Martín Gómez,13-10-2025,evaluacion,54
Martin Perez,10000203-5,3ro Básico,A,Matemáticas,Martín Gómez,13-10-2025,evaluacion,97
Martin Diaz,10000207-8,3ro Básico,A,Matemáticas,Martín Gómez,13-10-2025,evaluacion,47
Martin Rodriguez,10000210-8,3ro Básico,A,Matemáticas,Martín Gómez,13-10-2025,evaluacion,100
Luis Rios,10000412-7,5to Básico,B,Lenguaje y Comunicación,Natalia Castro,13-10-2025,tarea,99
Luis Munoz,10000416-K,5to Básico,B,Lenguaje y Comunicación,Natalia Castro,13-10-2025,tarea,86
Luis Mendez,10000423-2,5to Básico,B,Lenguaje y Comunicación,Natalia Castro,13-10-2025,tarea,65
Luis Carmona,10000445-3,5to Básico,B,Lenguaje y Comunicación,Natalia Castro,13-10-2025,tarea,95
Luis Sepulveda,10000447-K,5to Básico,B,Lenguaje y Comunicación,Natalia Castro,13-10-2025,tarea,51
Carla Ramirez,10000456-9,6to Básico,A,Matemáticas,Natalia Castro,13-10-2025,evaluacion,75
Carla Herrera,10000463-1,6to Básico,A,Matemáticas,Natalia Castro,13-10-2025,evaluacion,78
Carla Fuentes,10000467-4,6to Básico,A,Matemáticas,Natalia Castro,13-10-2025,evaluacion,95
Carla Alvarez,10000469-0,6to Básico,A,Matemáticas,Natalia Castro,13-10-2025,evaluacion,41
Carla Palma,10000471-2,6to Básico,A,Matemáticas,Natalia Castro,13-10-2025,evaluacion,100
Carla Rojas,10000472-0,6to Básico,A,Matemáticas,Natalia Castro,13-10-2025,evaluacion,98
Carla Soto,10000476-3,6to Básico,A,Matemáticas,Natalia Castro,13-10-2025,evaluacion,41
Carla Vargas,10000486-0,6to Básico,A,Matemáticas,Natalia Castro,13-10-2025,evaluacion,96
Carla Aguirre,10000491-7,6to Básico,A,Matemáticas,Natalia Castro,13-10-2025,evaluacion,88
Carla Serrano,10000494-1,6to Básico,A,Matemáticas,Natalia Castro,13-10-2025,evaluacion,99
Pedro Molina,10000090-3,2do Básico,A,Lenguaje y Comunicación,Lucía Fernández,14-10-2025,prueba,68
Lucia Perez,10000103-9,2do Básico,A,Lenguaje y Comunicación,Lucía Fernández,14-10-2025,prueba,76
Lucia Ramirez,10000106-3,2do Básico,A,Lenguaje y Comunicación,Lucía Fernández,14-10-2025,prueba,54
Lucia Mendez,10000123-3,2do Básico,A,Lenguaje y Comunicación,Lucía Fernández,14-10-2025,prueba,99
Luis Rios,10000412-7,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,14-10-2025,evaluacion,100
Luis Munoz,10000416-K,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,14-10-2025,evaluacion,92
Luis Mendez,10000423-2,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,14-10-2025,evaluacion,99
Luis Carmona,10000445-3,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,14-10-2025,evaluacion,92
Luis Sepulveda,10000447-K,5to Básico,B,"Historia, Geografía y Ciencias Sociales",Natalia Castro,14-10-2025,evaluacion,73
Teresa Cruz,10000587-5,7mo Básico,B,Matemáticas,Felipe Mendez,14-10-2025,tarea,90
Teresa Valenzuela,10000588-3,7mo Básico,B,Matemáticas,Felipe Mendez,14-10-2025,tarea,32
Teresa Quinteros,10000596-4,7mo Básico,B,Matemáticas,Felipe Mendez,14-10-2025,tarea,52
Teresa Campos,10000599-9,7mo Básico,B,Matemáticas,Felipe Mendez,14-10-2025,tarea,97
Juan Martinez,10000605-7,7mo Básico,B,Matemáticas,Felipe Mendez,14-10-2025,tarea,61
Juan Morales,10000609-K,7mo Básico,B,Matemáticas,Felipe Mendez,14-10-2025,tarea,47
Juan Rodriguez,10000610-3,7mo Básico,B,Matemáticas,Felipe Mendez,14-10-2025,tarea,57
Juan Arancibia,10000618-9,7mo Básico,B,Matemáticas,Felipe Mendez,14-10-2025,tarea,62
Juan Castro,10000620-0,7mo Básico,B,Matemáticas,Felipe Mendez,14-10-2025,tarea,36
Juan Bravo,10000624-3,7mo Básico,B,Matemáticas,Felipe Mendez,14-10-2025,tarea,66
Jose Fernandez,10000702-9,8vo Básico,B,"Historia, Geografía y Ciencias Sociales",Sergio Vega,14-10-2025,evaluacion,46
Jose Rodriguez,10000710-K,8vo Básico,B,"Historia, Geografía y Ciencias Sociales",Sergio Vega,14-10-2025,evaluacion,94
Jose Silva,10000715-0,8vo Básico,B,"Historia, Geografía y Ciencias Sociales",Sergio Vega,14-10-2025,evaluacion,94
Jose Munoz,10000716-9,8vo Básico,B,"Historia, Geografía y Ciencias Sociales",Sergio Vega,14-10-2025,evaluacion,93
Jose Mendez,10000723-1,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,14-10-2025,tarea,34
Jose Ortiz,10000727-4,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,14-10-2025,tarea,94
Jose Salinas,10000731-2,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,14-10-2025,tarea,67
Jose Molina,10000740-1,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,14-10-2025,tarea,98
Sandra Herrera,10000763-0,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,14-10-2025,tarea,80
Marcos Herrera,10000813-0,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,14-10-2025,tarea,94
Marcos Navarro,10000814-9,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,14-10-2025,tarea,87
Marcos Cortes,10000829-7,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,14-10-2025,tarea,98
Marcos Nunez,10000832-7,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,14-10-2025,tarea,63
Marcos Cruz,10000837-8,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,14-10-2025,tarea,30
Marcos Tapia,10000843-2,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,14-10-2025,tarea,90
Marcos Serrano,10000844-0,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,14-10-2025,tarea,44
Patricia Lopez,10000850-5,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,14-10-2025,tarea,34
Patricia Gomez,10000854-8,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,14-10-2025,tarea,56
Veronica Carmona,10000995-1,4to Medio,A,Biología,Adriana Velez,14-10-2025,evaluacion,98
Andres Castro,10001020-8,4to Medio,A,Biología,Adriana Velez,14-10-2025,evaluacion,91
Andres Soto,10001026-7,4to Medio,A,Biología,Adriana Velez,14-10-2025,evaluacion,97
Andres Ortiz,10001027-5,4to Medio,A,Biología,Adriana Velez,14-10-2025,evaluacion,70
Ana Perez,10000003-2,1ro Básico,A,Ciencias Naturales,Pedro González,15-10-2025,evaluacion,62
Ana Silva,10000015-6,1ro Básico,A,Ciencias Naturales,Pedro González,15-10-2025,evaluacion,96
Ana Palma,10000021-0,1ro Básico,A,Ciencias Naturales,Pedro González,15-10-2025,evaluacion,60
Ana Cubillos,10000033-4,1ro Básico,A,Ciencias Naturales,Pedro González,15-10-2025,evaluacion,52
Ana Vargas,10000036-9,1ro Básico,A,Ciencias Naturales,Pedro González,15-10-2025,evaluacion,73
Carlos Tapia,10000193-4,3ro Básico,A,Matemáticas,Martín Gómez,15-10-2025,evaluacion,43
Martin Perez,10000203-5,3ro Básico,A,Matemáticas,Martín Gómez,15-10-2025,evaluacion,97
Martin Diaz,10000207-8,3ro Básico,A,Matemáticas,Martín Gómez,15-10-2025,evaluacion,56
Martin Rodriguez,10000210-8,3ro Básico,A,Matemáticas,Martín Gómez,15-10-2025,evaluacion,100
