nombre,rut,curso,seccion,asignatura,profesor,fecha,tipo,nota,tema
Diego González Figueroa,10000011-3,1ro Básico,A,Lenguaje y Comunicación,Sofía Martínez Vega,2025-03-27,tarea,6.3,Lenguaje y Comunicación
Victoria Díaz Gutiérrez,10000173-k,2do Básico,B,Orientación,Andrés Poblete Oyarzún,2025-04-07,tarea,4.1,Orientación
Diego González Figueroa,10000011-3,1ro Básico,A,Música,Francisca Medina Aros,2025-09-16,evaluacion,5.0,Música
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,Diego Morales Soto,2025-03-12,evaluacion,5.8,Ciencias Naturales
Francisca González Espinoza,10000036-9,1ro Básico,A,Matemáticas,Pedro Rodríguez Silva,2025-05-17,evaluacion,4.6,Matemáticas
Javiera Rojas Campos,10000118-7,2do Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-03-25,tarea,4.8,Tecnología
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,Sofía Martínez Vega,2025-04-22,evaluacion,5.3,Lenguaje y Comunicación
Vicente Díaz Jara,10000162-4,2do Básico,B,Tecnología,Samuel Jara Bustos,2025-03-17,evaluacion,6.7,Tecnología
Joaquín Muñoz Espinoza,10000066-0,1ro Básico,B,Educación Física,Sebastián Silva Morales,2025-10-11,tarea,4.2,Educación Física
Roberto González Campos,10000043-1,1ro Básico,A,Educación Física,Francisco Vargas Jiménez,2025-05-15,evaluacion,6.7,Educación Física
Maite Muñoz González,10000075-k,1ro Básico,B,Inglés,Maximiliano Espinoza Molina,2025-05-14,evaluacion,5.6,Inglés
Roberto Díaz Campos,10000178-0,2do Básico,B,Ciencias Naturales,Valentina Torres Díaz,2025-04-21,tarea,4.9,Ciencias Naturales
Javiera Muñoz Campos,10000073-3,1ro Básico,B,Tecnología,Trinidad Santana Ibarra,2025-11-21,evaluacion,5.7,Tecnología
Vicente Rojas Jara,10000117-9,2do Básico,A,Ciencias Naturales,Diego Morales Soto,2025-08-23,tarea,5.7,Ciencias Naturales
Alberto Díaz Figueroa,10000176-4,2do Básico,B,Música,Vicente Tapia Iglesias,2025-06-27,evaluacion,4.9,Música
Eduardo Rojas Ramírez,10000129-2,2do Básico,A,Lenguaje y Comunicación,Carmen López Valenzuela,2025-06-29,tarea,4.5,Lenguaje y Comunicación
Fernanda González Figueroa,10000026-1,1ro Básico,A,Artes Visuales,Isidora Flores Paredes,2025-08-04,tarea,5.3,Artes Visuales
Maximiliano Muñoz López,10000064-4,1ro Básico,B,Inglés,Renata Contreras Vera,2025-10-13,evaluacion,4.6,Inglés
Lucas Muñoz Torres,10000050-4,1ro Básico,B,Orientación,Andrés Poblete Oyarzún,2025-04-27,prueba,4.5,Orientación
Daniela Rojas Jara,10000132-2,2do Básico,A,Inglés,Joaquín Araya Peña,2025-08-24,tarea,6.5,Inglés
Benjamín Díaz Sepúlveda,10000138-1,2do Básico,B,Tecnología,Samuel Jara Bustos,2025-05-25,prueba,4.3,Tecnología
Catalina Díaz Jara,10000147-0,2do Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-09-30,evaluacion,4.8,Tecnología
María José Rojas Ramírez,10000114-4,2do Básico,A,Ciencias Naturales,Diego Morales Soto,2025-12-03,evaluacion,6.7,Ciencias Naturales
Roberto Muñoz Campos,10000088-1,1ro Básico,B,Matemáticas,Ana González Muñoz,2025-09-19,tarea,5.7,Matemáticas
Catalina Rojas Jara,10000102-0,2do Básico,A,Orientación,Constanza Riquelme Carvajal,2025-10-28,prueba,4.8,Orientación
Diego Muñoz Figueroa,10000056-3,1ro Básico,B,Matemáticas,Pedro Rodríguez Silva,2025-11-13,prueba,5.3,Matemáticas
Maite Díaz González,10000165-9,2do Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-10-01,evaluacion,4.8,Tecnología
Felipe Díaz Gutiérrez,10000158-6,2do Básico,B,Matemáticas,María López García,2025-12-18,prueba,6.9,Matemáticas
Sofía Muñoz González,10000045-8,1ro Básico,B,Música,Francisca Medina Aros,2025-05-07,tarea,5.3,Música
Santiago Rojas Campos,10000103-9,2do Básico,A,Inglés,Joaquín Araya Peña,2025-12-24,tarea,6.3,Inglés
Mateo Muñoz Torres,10000080-6,1ro Básico,B,Lenguaje y Comunicación,Carmen López Valenzuela,2025-03-26,evaluacion,6.0,Lenguaje y Comunicación
Constanza Rojas Vega,10000112-8,2do Básico,A,Música,Vicente Tapia Iglesias,2025-03-09,prueba,5.1,Música
Ángel Rojas Vega,10000127-6,2do Básico,A,Lenguaje y Comunicación,Juan García Torres,2025-03-08,evaluacion,4.4,Lenguaje y Comunicación
Mateo Muñoz Torres,10000080-6,1ro Básico,B,Orientación,Constanza Riquelme Carvajal,2025-10-31,prueba,5.4,Orientación
Santiago Muñoz Campos,10000058-k,1ro Básico,B,Música,Nicolás Valenzuela Cruz,2025-11-03,tarea,5.3,Música
Cristóbal Rojas Alarcón,10000119-5,2do Básico,A,Inglés,Maximiliano Espinoza Molina,2025-09-14,prueba,4.8,Inglés
Florencia Díaz Díaz,10000151-9,2do Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-05-10,evaluacion,6.2,Tecnología
Gabriel Rojas Contreras,10000107-1,2do Básico,A,Música,Nicolás Valenzuela Cruz,2025-07-01,evaluacion,6.5,Música
Manuel González Sepúlveda,10000033-4,1ro Básico,A,Inglés,Maximiliano Espinoza Molina,2025-10-22,prueba,5.0,Inglés
Ángel Rojas Vega,10000127-6,2do Básico,A,Artes Visuales,Isidora Flores Paredes,2025-03-21,tarea,4.4,Artes Visuales
Sebastián Rojas Cortés,10000115-2,2do Básico,A,Lenguaje y Comunicación,Carmen López Valenzuela,2025-12-02,evaluacion,4.4,Lenguaje y Comunicación
Lucas González Torres,10000005-9,1ro Básico,A,Matemáticas,Pedro Rodríguez Silva,2025-06-12,tarea,4.7,Matemáticas
Fernanda Muñoz Figueroa,10000071-7,1ro Básico,B,Música,Francisca Medina Aros,2025-05-16,evaluacion,6.0,Música
Francisca Rojas Espinoza,10000126-8,2do Básico,A,Matemáticas,Pedro Rodríguez Silva,2025-10-11,evaluacion,5.5,Matemáticas
Roberto Rojas Campos,10000133-0,2do Básico,A,Lenguaje y Comunicación,Sofía Martínez Vega,2025-05-17,tarea,6.0,Lenguaje y Comunicación
Sebastián Muñoz Cortés,10000070-9,1ro Básico,B,Ciencias Naturales,Catalina Reyes Guzmán,2025-07-12,evaluacion,4.8,Ciencias Naturales
Carolina González Cortés,10000040-7,1ro Básico,A,Inglés,Joaquín Araya Peña,2025-04-15,tarea,6.8,Inglés
Ignacia Rojas Contreras,10000122-5,2do Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-11-06,evaluacion,4.5,Ciencias Naturales
Emilia Rojas Gutiérrez,10000098-9,2do Básico,A,Artes Visuales,Isidora Flores Paredes,2025-11-28,evaluacion,5.6,Artes Visuales
Agustín Rojas Vega,10000097-0,2do Básico,A,Artes Visuales,Manuel Romero Cortés,2025-03-05,evaluacion,6.4,Artes Visuales
Valentina Díaz Contreras,10000137-3,2do Básico,B,Música,Vicente Tapia Iglesias,2025-11-30,tarea,6.3,Música
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-09-21,tarea,6.0,Ciencias Naturales
Roberto González Campos,10000043-1,1ro Básico,A,Tecnología,Samuel Jara Bustos,2025-08-10,evaluacion,5.4,Tecnología
Isidora Rojas Espinoza,10000096-2,2do Básico,A,Tecnología,Trinidad Santana Ibarra,2025-07-22,prueba,4.1,Tecnología
Roberto Rojas Campos,10000133-0,2do Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-05-21,evaluacion,7.0,Ciencias Naturales
Matías González Díaz,10000001-6,1ro Básico,A,Música,Nicolás Valenzuela Cruz,2025-08-24,evaluacion,5.9,Música
Agustín Díaz Vega,10000142-k,2do Básico,B,Matemáticas,Ana González Muñoz,2025-04-20,tarea,4.7,Matemáticas
Gabriela Muñoz Alarcón,10000089-k,1ro Básico,B,Matemáticas,María López García,2025-07-17,evaluacion,6.5,Matemáticas
Josefa González Alarcón,10000014-8,1ro Básico,A,Orientación,Constanza Riquelme Carvajal,2025-09-27,tarea,4.2,Orientación
Fernanda Rojas Figueroa,10000116-0,2do Básico,A,Música,Vicente Tapia Iglesias,2025-05-01,evaluacion,6.8,Música
Matías Díaz Díaz,10000136-5,2do Básico,B,Tecnología,Trinidad Santana Ibarra,2025-06-20,prueba,5.7,Tecnología
Valentina González Contreras,10000002-4,1ro Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-12-04,tarea,6.3,Ciencias Naturales
Gabriela Díaz Alarcón,10000179-9,2do Básico,B,Ciencias Naturales,Diego Morales Soto,2025-08-07,tarea,6.3,Ciencias Naturales
Daniela Rojas Jara,10000132-2,2do Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-06-09,tarea,5.9,Tecnología
Lucas Rojas Torres,10000095-4,2do Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-06-07,evaluacion,6.0,Ciencias Naturales
Amanda Díaz Cortés,10000145-4,2do Básico,B,Inglés,Joaquín Araya Peña,2025-11-12,evaluacion,5.3,Inglés
Javiera González Campos,10000028-8,1ro Básico,A,Inglés,Joaquín Araya Peña,2025-12-16,tarea,6.0,Inglés
Francisca Díaz Espinoza,10000171-3,2do Básico,B,Artes Visuales,Isidora Flores Paredes,2025-05-03,evaluacion,5.9,Artes Visuales
Sofía González González,10000000-8,1ro Básico,A,Tecnología,Samuel Jara Bustos,2025-12-09,prueba,6.8,Tecnología
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,Juan García Torres,2025-12-07,tarea,6.3,Lenguaje y Comunicación
Javiera Rojas Campos,10000118-7,2do Básico,A,Música,Nicolás Valenzuela Cruz,2025-05-09,prueba,7.0,Música
Martina Muñoz López,10000049-0,1ro Básico,B,Tecnología,Samuel Jara Bustos,2025-09-13,tarea,4.5,Tecnología
Ángel González Vega,10000037-7,1ro Básico,A,Matemáticas,Ana González Muñoz,2025-05-07,evaluacion,5.8,Matemáticas
Javiera Muñoz Campos,10000073-3,1ro Básico,B,Educación Física,Francisco Vargas Jiménez,2025-10-29,evaluacion,5.8,Educación Física
Alberto Rojas Figueroa,10000131-4,2do Básico,A,Música,Nicolás Valenzuela Cruz,2025-04-11,evaluacion,4.5,Música
Andrés Muñoz Díaz,10000076-8,1ro Básico,B,Orientación,Cristóbal Cortés Sandoval,2025-08-02,prueba,5.6,Orientación
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Educación Física,Francisco Vargas Jiménez,2025-09-12,tarea,4.5,Educación Física
Sebastián González Cortés,10000025-3,1ro Básico,A,Música,Francisca Medina Aros,2025-06-05,evaluacion,5.9,Música
Mateo Muñoz Torres,10000080-6,1ro Básico,B,Lenguaje y Comunicación,Sofía Martínez Vega,2025-03-25,evaluacion,5.4,Lenguaje y Comunicación
Sofía Muñoz González,10000045-8,1ro Básico,B,Artes Visuales,Manuel Romero Cortés,2025-06-21,tarea,6.5,Artes Visuales
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Inglés,Renata Contreras Vera,2025-03-04,tarea,5.8,Inglés
Joaquín Muñoz Espinoza,10000066-0,1ro Básico,B,Artes Visuales,Isidora Flores Paredes,2025-11-01,tarea,4.5,Artes Visuales
Diego Muñoz Figueroa,10000056-3,1ro Básico,B,Lenguaje y Comunicación,Sofía Martínez Vega,2025-03-26,evaluacion,6.0,Lenguaje y Comunicación
Maite Rojas González,10000120-9,2do Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-09-15,prueba,6.5,Tecnología
Eduardo Muñoz Ramírez,10000084-9,1ro Básico,B,Inglés,Joaquín Araya Peña,2025-05-18,tarea,5.6,Inglés
Javiera González Campos,10000028-8,1ro Básico,A,Música,Nicolás Valenzuela Cruz,2025-03-17,tarea,4.6,Música
Emilia Rojas Gutiérrez,10000098-9,2do Básico,A,Artes Visuales,Josefa Ruiz Sepúlveda,2025-08-12,tarea,5.2,Artes Visuales
Antonia Rojas Torres,10000110-1,2do Básico,A,Educación Física,Antonia Castro Campos,2025-08-22,tarea,4.2,Educación Física
Francisca Díaz Espinoza,10000171-3,2do Básico,B,Tecnología,Samuel Jara Bustos,2025-06-06,evaluacion,6.0,Tecnología
Francisca Muñoz Espinoza,10000081-4,1ro Básico,B,Matemáticas,Ana González Muñoz,2025-06-05,evaluacion,4.6,Matemáticas
Nicolás González González,10000015-6,1ro Básico,A,Música,Francisca Medina Aros,2025-08-26,prueba,6.1,Música
María José Díaz Ramírez,10000159-4,2do Básico,B,Música,Vicente Tapia Iglesias,2025-06-02,evaluacion,6.6,Música
Roberto Rojas Campos,10000133-0,2do Básico,A,Orientación,Constanza Riquelme Carvajal,2025-11-11,tarea,5.9,Orientación
Renata Rojas López,10000124-1,2do Básico,A,Artes Visuales,Isidora Flores Paredes,2025-04-23,tarea,6.5,Artes Visuales
Carolina González Cortés,10000040-7,1ro Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-06-23,tarea,5.7,Tecnología
Maximiliano Muñoz López,10000064-4,1ro Básico,B,Ciencias Naturales,Valentina Torres Díaz,2025-03-25,prueba,4.2,Ciencias Naturales
Cristóbal Rojas Alarcón,10000119-5,2do Básico,A,Tecnología,Trinidad Santana Ibarra,2025-10-08,prueba,4.8,Tecnología
Agustín Muñoz Vega,10000052-0,1ro Básico,B,Orientación,Cristóbal Cortés Sandoval,2025-10-12,prueba,6.7,Orientación
Javiera Rojas Campos,10000118-7,2do Básico,A,Tecnología,Trinidad Santana Ibarra,2025-12-22,tarea,5.8,Tecnología
Constanza Díaz Vega,10000157-8,2do Básico,B,Música,Francisca Medina Aros,2025-06-08,tarea,6.8,Música
Felipe Díaz Gutiérrez,10000158-6,2do Básico,B,Música,Nicolás Valenzuela Cruz,2025-09-02,prueba,6.5,Música
Benjamín Díaz Sepúlveda,10000138-1,2do Básico,B,Tecnología,Trinidad Santana Ibarra,2025-08-27,evaluacion,6.4,Tecnología
Roberto Díaz Campos,10000178-0,2do Básico,B,Orientación,Constanza Riquelme Carvajal,2025-06-27,tarea,5.6,Orientación
Emilia Rojas Gutiérrez,10000098-9,2do Básico,A,Lenguaje y Comunicación,Sofía Martínez Vega,2025-10-15,evaluacion,5.7,Lenguaje y Comunicación
Francisca Díaz Espinoza,10000171-3,2do Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-06-07,tarea,4.8,Tecnología
Emilia Rojas Gutiérrez,10000098-9,2do Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-07-30,tarea,6.8,Ciencias Naturales
Carolina Díaz Cortés,10000175-6,2do Básico,B,Educación Física,Francisco Vargas Jiménez,2025-08-18,evaluacion,5.9,Educación Física
Mateo Rojas Torres,10000125-k,2do Básico,A,Música,Vicente Tapia Iglesias,2025-06-22,prueba,6.4,Música
Joaquín Rojas Espinoza,10000111-k,2do Básico,A,Artes Visuales,Manuel Romero Cortés,2025-12-06,prueba,6.6,Artes Visuales
Catalina Muñoz Jara,10000057-1,1ro Básico,B,Inglés,Joaquín Araya Peña,2025-05-02,tarea,5.7,Inglés
Manuel Muñoz Sepúlveda,10000078-4,1ro Básico,B,Inglés,Maximiliano Espinoza Molina,2025-05-16,tarea,7.0,Inglés
Matías Díaz Díaz,10000136-5,2do Básico,B,Música,Vicente Tapia Iglesias,2025-04-01,evaluacion,6.3,Música
Matías González Díaz,10000001-6,1ro Básico,A,Orientación,Cristóbal Cortés Sandoval,2025-03-27,tarea,4.6,Orientación
Catalina González Jara,10000012-1,1ro Básico,A,Artes Visuales,Manuel Romero Cortés,2025-09-21,prueba,4.6,Artes Visuales
Andrés González Díaz,10000031-8,1ro Básico,A,Ciencias Naturales,Diego Morales Soto,2025-08-07,evaluacion,6.8,Ciencias Naturales
Emilia González Gutiérrez,10000008-3,1ro Básico,A,Ciencias Naturales,Diego Morales Soto,2025-10-17,tarea,4.5,Ciencias Naturales
Amanda González Cortés,10000010-5,1ro Básico,A,Educación Física,Sebastián Silva Morales,2025-09-04,tarea,6.5,Educación Física
Felipe Rojas Gutiérrez,10000113-6,2do Básico,A,Artes Visuales,Isidora Flores Paredes,2025-06-18,evaluacion,6.4,Artes Visuales
Sofía Rojas González,10000090-3,2do Básico,A,Artes Visuales,Isidora Flores Paredes,2025-11-21,prueba,4.1,Artes Visuales
Nicolás Muñoz González,10000060-1,1ro Básico,B,Ciencias Naturales,Catalina Reyes Guzmán,2025-08-29,evaluacion,4.8,Ciencias Naturales
Joaquín Díaz Espinoza,10000156-k,2do Básico,B,Orientación,Constanza Riquelme Carvajal,2025-03-09,prueba,5.6,Orientación
Catalina Rojas Jara,10000102-0,2do Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-08-01,tarea,4.8,Ciencias Naturales
Matías Muñoz Díaz,10000046-6,1ro Básico,B,Educación Física,Sebastián Silva Morales,2025-09-03,tarea,5.9,Educación Física
Nicolás Muñoz González,10000060-1,1ro Básico,B,Educación Física,Francisco Vargas Jiménez,2025-06-12,prueba,6.8,Educación Física
Florencia González Díaz,10000016-4,1ro Básico,A,Lenguaje y Comunicación,Sofía Martínez Vega,2025-03-04,evaluacion,6.3,Lenguaje y Comunicación
Catalina Muñoz Jara,10000057-1,1ro Básico,B,Tecnología,Trinidad Santana Ibarra,2025-11-23,evaluacion,7.0,Tecnología
Florencia Díaz Díaz,10000151-9,2do Básico,B,Música,Vicente Tapia Iglesias,2025-03-07,tarea,4.8,Música
Vicente Muñoz Jara,10000072-5,1ro Básico,B,Tecnología,Samuel Jara Bustos,2025-07-21,tarea,4.8,Tecnología
Victoria Muñoz Gutiérrez,10000083-0,1ro Básico,B,Orientación,Constanza Riquelme Carvajal,2025-04-12,evaluacion,4.2,Orientación
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Artes Visuales,Manuel Romero Cortés,2025-05-13,evaluacion,7.0,Artes Visuales
Antonia Díaz Torres,10000155-1,2do Básico,B,Lenguaje y Comunicación,Sofía Martínez Vega,2025-10-22,evaluacion,5.6,Lenguaje y Comunicación
Andrés Díaz Díaz,10000166-7,2do Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-12-08,tarea,4.5,Tecnología
Josefa González Alarcón,10000014-8,1ro Básico,A,Tecnología,Samuel Jara Bustos,2025-11-12,prueba,6.5,Tecnología
Florencia González Díaz,10000016-4,1ro Básico,A,Música,Vicente Tapia Iglesias,2025-05-12,evaluacion,6.5,Música
Joaquín Díaz Espinoza,10000156-k,2do Básico,B,Orientación,Constanza Riquelme Carvajal,2025-11-23,prueba,6.7,Orientación
Vicente Muñoz Jara,10000072-5,1ro Básico,B,Ciencias Naturales,Diego Morales Soto,2025-03-13,evaluacion,5.8,Ciencias Naturales
Gabriel Díaz Contreras,10000152-7,2do Básico,B,Educación Física,Antonia Castro Campos,2025-12-23,tarea,4.7,Educación Física
Andrés Muñoz Díaz,10000076-8,1ro Básico,B,Matemáticas,Ana González Muñoz,2025-12-13,prueba,6.9,Matemáticas
Alberto Muñoz Figueroa,10000086-5,1ro Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-11-16,evaluacion,6.5,Tecnología
Maximiliano Rojas López,10000109-8,2do Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-12-30,tarea,4.2,Tecnología
Renata Muñoz López,10000079-2,1ro Básico,B,Educación Física,Sebastián Silva Morales,2025-10-07,tarea,5.1,Educación Física
Agustín Muñoz Vega,10000052-0,1ro Básico,B,Ciencias Naturales,Catalina Reyes Guzmán,2025-06-11,tarea,4.6,Ciencias Naturales
Trinidad González Sepúlveda,10000018-0,1ro Básico,A,Matemáticas,Pedro Rodríguez Silva,2025-11-11,prueba,5.7,Matemáticas
Roberto Muñoz Campos,10000088-1,1ro Básico,B,Inglés,Maximiliano Espinoza Molina,2025-06-06,prueba,6.6,Inglés
Joaquín González Espinoza,10000021-0,1ro Básico,A,Orientación,Cristóbal Cortés Sandoval,2025-05-11,tarea,5.4,Orientación
Lucas Rojas Torres,10000095-4,2do Básico,A,Orientación,Cristóbal Cortés Sandoval,2025-06-26,prueba,5.2,Orientación
Victoria Díaz Gutiérrez,10000173-k,2do Básico,B,Educación Física,Francisco Vargas Jiménez,2025-11-06,evaluacion,5.5,Educación Física
Nicolás González González,10000015-6,1ro Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-05-22,evaluacion,4.4,Tecnología
Benjamín Rojas Sepúlveda,10000093-8,2do Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-06-19,prueba,4.9,Ciencias Naturales
Santiago Díaz Campos,10000148-9,2do Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-09-01,evaluacion,7.0,Lenguaje y Comunicación
Fernanda Muñoz Figueroa,10000071-7,1ro Básico,B,Inglés,Maximiliano Espinoza Molina,2025-06-14,tarea,6.0,Inglés
Antonia Rojas Torres,10000110-1,2do Básico,A,Inglés,Renata Contreras Vera,2025-03-29,evaluacion,6.9,Inglés
Fernanda Díaz Figueroa,10000161-6,2do Básico,B,Tecnología,Samuel Jara Bustos,2025-07-25,evaluacion,6.0,Tecnología
Daniela Rojas Jara,10000132-2,2do Básico,A,Matemáticas,Ana González Muñoz,2025-09-04,tarea,4.2,Matemáticas
Felipe Rojas Gutiérrez,10000113-6,2do Básico,A,Orientación,Constanza Riquelme Carvajal,2025-03-06,prueba,5.0,Orientación
Diego González Figueroa,10000011-3,1ro Básico,A,Lenguaje y Comunicación,Juan García Torres,2025-04-13,evaluacion,6.8,Lenguaje y Comunicación
Gabriela Muñoz Alarcón,10000089-k,1ro Básico,B,Orientación,Constanza Riquelme Carvajal,2025-05-31,tarea,6.3,Orientación
Carolina Díaz Cortés,10000175-6,2do Básico,B,Matemáticas,María López García,2025-05-17,tarea,6.0,Matemáticas
Sofía Díaz González,10000135-7,2do Básico,B,Música,Vicente Tapia Iglesias,2025-07-14,tarea,6.8,Música
Gabriela Rojas Alarcón,10000134-9,2do Básico,A,Música,Nicolás Valenzuela Cruz,2025-05-22,prueba,6.2,Música
Vicente Rojas Jara,10000117-9,2do Básico,A,Educación Física,Francisco Vargas Jiménez,2025-03-28,tarea,6.7,Educación Física
Benjamín Rojas Sepúlveda,10000093-8,2do Básico,A,Matemáticas,María López García,2025-07-03,prueba,5.0,Matemáticas
Victoria Díaz Gutiérrez,10000173-k,2do Básico,B,Inglés,Joaquín Araya Peña,2025-03-07,evaluacion,5.0,Inglés
Felipe Díaz Gutiérrez,10000158-6,2do Básico,B,Artes Visuales,Josefa Ruiz Sepúlveda,2025-04-04,tarea,4.4,Artes Visuales
Amanda González Cortés,10000010-5,1ro Básico,A,Artes Visuales,Manuel Romero Cortés,2025-10-11,evaluacion,6.0,Artes Visuales
Catalina González Jara,10000012-1,1ro Básico,A,Lenguaje y Comunicación,Carmen López Valenzuela,2025-12-14,prueba,7.0,Lenguaje y Comunicación
Eduardo Díaz Ramírez,10000174-8,2do Básico,B,Educación Física,Antonia Castro Campos,2025-03-01,evaluacion,4.0,Educación Física
Catalina Rojas Jara,10000102-0,2do Básico,A,Educación Física,Francisco Vargas Jiménez,2025-05-22,evaluacion,4.6,Educación Física
Matías González Díaz,10000001-6,1ro Básico,A,Educación Física,Francisco Vargas Jiménez,2025-04-09,evaluacion,6.5,Educación Física
Mateo Rojas Torres,10000125-k,2do Básico,A,Lenguaje y Comunicación,Carmen López Valenzuela,2025-03-18,tarea,4.5,Lenguaje y Comunicación
Cristóbal Rojas Alarcón,10000119-5,2do Básico,A,Tecnología,Trinidad Santana Ibarra,2025-09-04,evaluacion,4.9,Tecnología
Felipe Muñoz Gutiérrez,10000068-7,1ro Básico,B,Matemáticas,Ana González Muñoz,2025-07-09,tarea,6.3,Matemáticas
Trinidad Rojas Sepúlveda,10000108-k,2do Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-04-26,evaluacion,5.8,Ciencias Naturales
Ignacia Rojas Contreras,10000122-5,2do Básico,A,Música,Nicolás Valenzuela Cruz,2025-08-25,prueba,6.3,Música
Victoria Díaz Gutiérrez,10000173-k,2do Básico,B,Ciencias Naturales,Diego Morales Soto,2025-11-20,prueba,7.0,Ciencias Naturales
Sofía González González,10000000-8,1ro Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-10-10,evaluacion,5.4,Tecnología
Javiera Díaz Campos,10000163-2,2do Básico,B,Ciencias Naturales,Valentina Torres Díaz,2025-05-04,tarea,5.9,Ciencias Naturales
Joaquín González Espinoza,10000021-0,1ro Básico,A,Ciencias Naturales,Diego Morales Soto,2025-10-11,evaluacion,5.5,Ciencias Naturales
Carolina Rojas Cortés,10000130-6,2do Básico,A,Tecnología,Samuel Jara Bustos,2025-07-20,prueba,6.4,Tecnología
Nicolás Muñoz González,10000060-1,1ro Básico,B,Ciencias Naturales,Diego Morales Soto,2025-11-13,prueba,4.3,Ciencias Naturales
Trinidad Muñoz Sepúlveda,10000063-6,1ro Básico,B,Música,Nicolás Valenzuela Cruz,2025-06-29,evaluacion,5.7,Música
Francisca Díaz Espinoza,10000171-3,2do Básico,B,Música,Nicolás Valenzuela Cruz,2025-07-05,tarea,5.0,Música
Ignacia Rojas Contreras,10000122-5,2do Básico,A,Educación Física,Antonia Castro Campos,2025-04-28,evaluacion,4.1,Educación Física
Ignacia Rojas Contreras,10000122-5,2do Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-07-05,evaluacion,5.7,Ciencias Naturales
Eduardo Díaz Ramírez,10000174-8,2do Básico,B,Educación Física,Antonia Castro Campos,2025-04-19,tarea,5.0,Educación Física
Andrés Díaz Díaz,10000166-7,2do Básico,B,Inglés,Joaquín Araya Peña,2025-10-15,prueba,5.8,Inglés
Ignacia Muñoz Contreras,10000077-6,1ro Básico,B,Orientación,Constanza Riquelme Carvajal,2025-05-04,tarea,4.8,Orientación
Mateo Rojas Torres,10000125-k,2do Básico,A,Lenguaje y Comunicación,Carmen López Valenzuela,2025-11-13,evaluacion,5.7,Lenguaje y Comunicación
Manuel Muñoz Sepúlveda,10000078-4,1ro Básico,B,Matemáticas,Ana González Muñoz,2025-06-08,tarea,5.7,Matemáticas
Maximiliano Díaz López,10000154-3,2do Básico,B,Ciencias Naturales,Catalina Reyes Guzmán,2025-04-08,tarea,6.4,Ciencias Naturales
María José Rojas Ramírez,10000114-4,2do Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-04-06,evaluacion,5.4,Ciencias Naturales
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-05-15,evaluacion,6.3,Ciencias Naturales
Gabriela Rojas Alarcón,10000134-9,2do Básico,A,Música,Francisca Medina Aros,2025-05-18,evaluacion,6.3,Música
Tomás Muñoz Ramírez,10000054-7,1ro Básico,B,Música,Nicolás Valenzuela Cruz,2025-10-30,prueba,6.7,Música
Nicolás Díaz González,10000150-0,2do Básico,B,Lenguaje y Comunicación,Carmen López Valenzuela,2025-03-27,tarea,4.0,Lenguaje y Comunicación
Santiago Díaz Campos,10000148-9,2do Básico,B,Inglés,Joaquín Araya Peña,2025-08-31,evaluacion,5.3,Inglés
Daniela González Jara,10000042-3,1ro Básico,A,Orientación,Andrés Poblete Oyarzún,2025-06-20,prueba,4.1,Orientación
Carolina González Cortés,10000040-7,1ro Básico,A,Artes Visuales,Isidora Flores Paredes,2025-05-15,evaluacion,5.3,Artes Visuales
Trinidad Rojas Sepúlveda,10000108-k,2do Básico,A,Música,Nicolás Valenzuela Cruz,2025-06-12,prueba,5.4,Música
Gabriela Díaz Alarcón,10000179-9,2do Básico,B,Educación Física,Sebastián Silva Morales,2025-11-01,tarea,4.4,Educación Física
