nombre,rut,curso,seccion,asignatura,tipo,fecha,nota,tema
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Ciencias Naturales,prueba,2025-05-17,71,Plantas y partes
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Ciencias Naturales,tarea,2025-06-19,83,Cinco sentidos
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Ciencias Naturales,evaluacion,2025-06-21,14,Ciclo del agua
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Ciencias Naturales,prueba,2025-06-23,19,Hábitat de animales
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Ciencias Naturales,prueba,2025-07-04,82,Seres vivos
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Ciencias Naturales,tarea,2025-07-06,19,Plantas y partes
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Ciencias Naturales,evaluacion,2025-08-08,100,Cinco sentidos
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Ciencias Naturales,prueba,2025-08-10,10,Ciclo del agua
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Ciencias Naturales,tarea,2025-09-12,36,Hábitat de animales
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Ciencias Naturales,evaluacion,2025-09-14,96,Seres vivos
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Ciencias Naturales,prueba,2025-10-16,7,Plantas y partes
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Ciencias Naturales,tarea,2025-10-18,45,Cinco sentidos
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Ciencias Naturales,evaluacion,2025-11-20,49,Ciclo del agua
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Ciencias Naturales,prueba,2025-11-22,15,Hábitat de animales
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,prueba,2025-03-05,1,Mi familia
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,tarea,2025-03-07,88,Mi comunidad
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-04-09,12,Ubicación espacial
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,prueba,2025-04-11,76,Tradiciones
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,tarea,2025-05-13,61,Símbolos patrios
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-05-15,18,Mi familia
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,prueba,2025-05-17,27,Mi comunidad
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,tarea,2025-06-19,83,Ubicación espacial
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-06-21,98,Tradiciones
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,prueba,2025-06-23,67,Símbolos patrios
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,prueba,2025-07-04,81,Mi familia
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,tarea,2025-07-06,45,Mi comunidad
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-08-08,7,Ubicación espacial
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,prueba,2025-08-10,34,Tradiciones
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,tarea,2025-09-12,6,Símbolos patrios
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-09-14,23,Mi familia
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,prueba,2025-10-16,81,Mi comunidad
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,tarea,2025-10-18,6,Ubicación espacial
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-11-20,16,Tradiciones
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Historia y Geografía,prueba,2025-11-22,37,Símbolos patrios
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-03-05,85,Comprensión lectora
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-03-07,51,Escritura básica
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-04-09,81,Vocales y consonantes
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-04-11,14,Palabras frecuentes
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-05-13,82,Textos breves
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-05-15,19,Comprensión lectora
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-05-17,31,Escritura básica
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-06-19,38,Vocales y consonantes
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-06-21,97,Palabras frecuentes
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-06-23,87,Textos breves
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-07-04,77,Comprensión lectora
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-07-06,5,Escritura básica
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-08-08,73,Vocales y consonantes
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-08-10,64,Palabras frecuentes
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-09-12,70,Textos breves
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-09-14,68,Comprensión lectora
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-10-16,49,Escritura básica
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-10-18,1,Vocales y consonantes
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-11-20,66,Palabras frecuentes
Eduardo González Ramírez,10000039-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-11-22,30,Textos breves
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,prueba,2025-03-05,53,Números 1-20
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,tarea,2025-03-07,94,Suma y resta básica
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,evaluacion,2025-04-09,100,Figuras geométricas
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,prueba,2025-04-11,94,Secuencias numéricas
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,tarea,2025-05-13,55,Comparación de cantidades
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,evaluacion,2025-05-15,30,Números 1-20
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,prueba,2025-05-17,35,Suma y resta básica
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,tarea,2025-06-19,92,Figuras geométricas
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,evaluacion,2025-06-21,26,Secuencias numéricas
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,prueba,2025-06-23,18,Comparación de cantidades
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,prueba,2025-07-04,8,Números 1-20
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,tarea,2025-07-06,71,Suma y resta básica
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,evaluacion,2025-08-08,59,Figuras geométricas
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,prueba,2025-08-10,79,Secuencias numéricas
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,tarea,2025-09-12,8,Comparación de cantidades
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,evaluacion,2025-09-14,8,Números 1-20
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,prueba,2025-10-16,66,Suma y resta básica
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,tarea,2025-10-18,41,Figuras geométricas
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,evaluacion,2025-11-20,71,Secuencias numéricas
Eduardo González Ramírez,10000039-3,1ro Básico,A,Matemáticas,prueba,2025-11-22,75,Comparación de cantidades
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,prueba,2025-03-05,38,Seres vivos
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,tarea,2025-03-07,46,Plantas y partes
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-04-09,22,Cinco sentidos
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,prueba,2025-04-11,100,Ciclo del agua
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,tarea,2025-05-13,56,Hábitat de animales
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-05-15,93,Seres vivos
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,prueba,2025-05-17,22,Plantas y partes
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,tarea,2025-06-19,12,Cinco sentidos
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-06-21,73,Ciclo del agua
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,prueba,2025-06-23,67,Hábitat de animales
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,prueba,2025-07-04,87,Seres vivos
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,tarea,2025-07-06,19,Plantas y partes
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-08-08,73,Cinco sentidos
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,prueba,2025-08-10,57,Ciclo del agua
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,tarea,2025-09-12,59,Hábitat de animales
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-09-14,59,Seres vivos
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,prueba,2025-10-16,95,Plantas y partes
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,tarea,2025-10-18,27,Cinco sentidos
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-11-20,62,Ciclo del agua
Eduardo González Ramírez,10000039-3,1ro Básico,A,Ciencias Naturales,prueba,2025-11-22,1,Hábitat de animales
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,prueba,2025-03-05,53,Mi familia
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,tarea,2025-03-07,31,Mi comunidad
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-04-09,7,Ubicación espacial
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,prueba,2025-04-11,38,Tradiciones
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,tarea,2025-05-13,45,Símbolos patrios
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-05-15,10,Mi familia
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,prueba,2025-05-17,100,Mi comunidad
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,tarea,2025-06-19,22,Ubicación espacial
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-06-21,2,Tradiciones
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,prueba,2025-06-23,16,Símbolos patrios
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,prueba,2025-07-04,29,Mi familia
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,tarea,2025-07-06,26,Mi comunidad
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-08-08,93,Ubicación espacial
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,prueba,2025-08-10,44,Tradiciones
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,tarea,2025-09-12,23,Símbolos patrios
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-09-14,1,Mi familia
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,prueba,2025-10-16,4,Mi comunidad
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,tarea,2025-10-18,76,Ubicación espacial
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-11-20,70,Tradiciones
Eduardo González Ramírez,10000039-3,1ro Básico,A,Historia y Geografía,prueba,2025-11-22,7,Símbolos patrios
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-03-05,62,Comprensión lectora
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-03-07,60,Escritura básica
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-04-09,48,Vocales y consonantes
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-04-11,36,Palabras frecuentes
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-05-13,49,Textos breves
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-05-15,21,Comprensión lectora
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-05-17,39,Escritura básica
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-06-19,93,Vocales y consonantes
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-06-21,35,Palabras frecuentes
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-06-23,31,Textos breves
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-07-04,78,Comprensión lectora
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-07-06,27,Escritura básica
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-08-08,1,Vocales y consonantes
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-08-10,27,Palabras frecuentes
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-09-12,13,Textos breves
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-09-14,42,Comprensión lectora
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-10-16,15,Escritura básica
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-10-18,12,Vocales y consonantes
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-11-20,70,Palabras frecuentes
Carolina González Cortés,10000040-7,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-11-22,22,Textos breves
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,prueba,2025-03-05,36,Números 1-20
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,tarea,2025-03-07,79,Suma y resta básica
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,evaluacion,2025-04-09,11,Figuras geométricas
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,prueba,2025-04-11,86,Secuencias numéricas
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,tarea,2025-05-13,81,Comparación de cantidades
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,evaluacion,2025-05-15,10,Números 1-20
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,prueba,2025-05-17,31,Suma y resta básica
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,tarea,2025-06-19,49,Figuras geométricas
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,evaluacion,2025-06-21,14,Secuencias numéricas
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,prueba,2025-06-23,12,Comparación de cantidades
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,prueba,2025-07-04,19,Números 1-20
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,tarea,2025-07-06,5,Suma y resta básica
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,evaluacion,2025-08-08,98,Figuras geométricas
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,prueba,2025-08-10,11,Secuencias numéricas
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,tarea,2025-09-12,77,Comparación de cantidades
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,evaluacion,2025-09-14,49,Números 1-20
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,prueba,2025-10-16,4,Suma y resta básica
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,tarea,2025-10-18,76,Figuras geométricas
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,evaluacion,2025-11-20,79,Secuencias numéricas
Carolina González Cortés,10000040-7,1ro Básico,A,Matemáticas,prueba,2025-11-22,78,Comparación de cantidades
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,prueba,2025-03-05,93,Seres vivos
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,tarea,2025-03-07,88,Plantas y partes
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,evaluacion,2025-04-09,8,Cinco sentidos
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,prueba,2025-04-11,67,Ciclo del agua
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,tarea,2025-05-13,55,Hábitat de animales
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,evaluacion,2025-05-15,82,Seres vivos
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,prueba,2025-05-17,18,Plantas y partes
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,tarea,2025-06-19,44,Cinco sentidos
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,evaluacion,2025-06-21,10,Ciclo del agua
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,prueba,2025-06-23,90,Hábitat de animales
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,prueba,2025-07-04,91,Seres vivos
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,tarea,2025-07-06,16,Plantas y partes
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,evaluacion,2025-08-08,12,Cinco sentidos
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,prueba,2025-08-10,84,Ciclo del agua
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,tarea,2025-09-12,21,Hábitat de animales
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,evaluacion,2025-09-14,46,Seres vivos
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,prueba,2025-10-16,93,Plantas y partes
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,tarea,2025-10-18,35,Cinco sentidos
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,evaluacion,2025-11-20,33,Ciclo del agua
Carolina González Cortés,10000040-7,1ro Básico,A,Ciencias Naturales,prueba,2025-11-22,58,Hábitat de animales
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,prueba,2025-03-05,90,Mi familia
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,tarea,2025-03-07,91,Mi comunidad
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,evaluacion,2025-04-09,44,Ubicación espacial
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,prueba,2025-04-11,56,Tradiciones
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,tarea,2025-05-13,73,Símbolos patrios
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,evaluacion,2025-05-15,28,Mi familia
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,prueba,2025-05-17,44,Mi comunidad
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,tarea,2025-06-19,1,Ubicación espacial
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,evaluacion,2025-06-21,9,Tradiciones
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,prueba,2025-06-23,64,Símbolos patrios
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,prueba,2025-07-04,58,Mi familia
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,tarea,2025-07-06,46,Mi comunidad
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,evaluacion,2025-08-08,83,Ubicación espacial
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,prueba,2025-08-10,89,Tradiciones
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,tarea,2025-09-12,53,Símbolos patrios
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,evaluacion,2025-09-14,33,Mi familia
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,prueba,2025-10-16,64,Mi comunidad
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,tarea,2025-10-18,57,Ubicación espacial
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,evaluacion,2025-11-20,77,Tradiciones
Carolina González Cortés,10000040-7,1ro Básico,A,Historia y Geografía,prueba,2025-11-22,26,Símbolos patrios
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-03-05,81,Comprensión lectora
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-03-07,15,Escritura básica
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-04-09,81,Vocales y consonantes
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-04-11,71,Palabras frecuentes
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-05-13,12,Textos breves
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-05-15,25,Comprensión lectora
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-05-17,59,Escritura básica
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-06-19,79,Vocales y consonantes
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-06-21,69,Palabras frecuentes
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-06-23,81,Textos breves
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-07-04,91,Comprensión lectora
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-07-06,89,Escritura básica
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-08-08,2,Vocales y consonantes
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-08-10,17,Palabras frecuentes
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-09-12,93,Textos breves
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-09-14,99,Comprensión lectora
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-10-16,89,Escritura básica
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-10-18,90,Vocales y consonantes
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-11-20,88,Palabras frecuentes
Alberto González Figueroa,10000041-5,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-11-22,54,Textos breves
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,prueba,2025-03-05,60,Números 1-20
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,tarea,2025-03-07,23,Suma y resta básica
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,evaluacion,2025-04-09,35,Figuras geométricas
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,prueba,2025-04-11,44,Secuencias numéricas
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,tarea,2025-05-13,47,Comparación de cantidades
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,evaluacion,2025-05-15,7,Números 1-20
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,prueba,2025-05-17,43,Suma y resta básica
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,tarea,2025-06-19,25,Figuras geométricas
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,evaluacion,2025-06-21,14,Secuencias numéricas
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,prueba,2025-06-23,22,Comparación de cantidades
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,prueba,2025-07-04,90,Números 1-20
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,tarea,2025-07-06,73,Suma y resta básica
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,evaluacion,2025-08-08,91,Figuras geométricas
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,prueba,2025-08-10,72,Secuencias numéricas
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,tarea,2025-09-12,35,Comparación de cantidades
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,evaluacion,2025-09-14,62,Números 1-20
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,prueba,2025-10-16,57,Suma y resta básica
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,tarea,2025-10-18,56,Figuras geométricas
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,evaluacion,2025-11-20,68,Secuencias numéricas
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,prueba,2025-11-22,21,Comparación de cantidades
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,prueba,2025-03-05,46,Seres vivos
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,tarea,2025-03-07,61,Plantas y partes
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,evaluacion,2025-04-09,56,Cinco sentidos
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,prueba,2025-04-11,28,Ciclo del agua
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,tarea,2025-05-13,95,Hábitat de animales
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,evaluacion,2025-05-15,60,Seres vivos
