nombre,rut,username,curso,seccion,fecha,estado
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-10-14,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-10-14,absent
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-10-14,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-10-14,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-10-14,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-10-14,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-10-14,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-10-14,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-10-14,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-10-14,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-10-14,absent
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-10-14,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-10-14,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-10-14,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-10-14,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-10-14,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-10-14,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-10-14,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-10-14,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-10-14,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-10-14,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-10-14,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-10-14,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-10-14,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-10-14,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-10-14,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-10-14,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-10-14,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-10-14,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-10-14,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-10-14,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-10-14,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-10-14,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-10-14,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-10-14,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-10-14,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-10-14,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-10-14,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-10-14,late
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-10-14,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-10-14,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-10-14,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-10-15,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-10-15,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-10-15,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-10-15,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-10-15,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-10-15,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-10-15,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-10-15,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-10-15,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-10-15,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-10-15,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-10-15,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-10-15,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-10-15,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-10-15,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-10-15,excused
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-10-15,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-10-15,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-10-15,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-10-15,excused
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-10-15,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-10-15,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-10-15,absent
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-10-15,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-10-15,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-10-15,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-10-15,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-10-15,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-10-15,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-10-15,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-10-15,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-10-15,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-10-15,late
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-10-15,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-10-15,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-10-15,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-10-15,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-10-15,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-10-15,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-10-15,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-10-15,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-10-15,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-10-15,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-10-15,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-10-15,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-10-16,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-10-16,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-10-16,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-10-16,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-10-16,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-10-16,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-10-16,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-10-16,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-10-16,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-10-16,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-10-16,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-10-16,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-10-16,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-10-16,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-10-16,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-10-16,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-10-16,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-10-16,late
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-10-16,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-10-16,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-10-16,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-10-16,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-10-16,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-10-16,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-10-16,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-10-16,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-10-16,late
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-10-16,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-10-16,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-10-16,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-10-16,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-10-16,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-10-16,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-10-16,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-10-16,late
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-10-16,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-10-16,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-10-16,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-10-16,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-10-16,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-10-16,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-10-16,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-10-16,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-10-16,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-10-16,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-10-17,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-10-17,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-10-17,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-10-17,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-10-17,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-10-17,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-10-17,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-10-17,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-10-17,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-10-17,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-10-17,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-10-17,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-10-17,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-10-17,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-10-17,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-10-17,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-10-17,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-10-17,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-10-17,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-10-17,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-10-17,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-10-17,late
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-10-17,excused
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-10-17,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-10-17,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-10-17,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-10-17,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-10-17,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-10-17,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-10-17,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-10-17,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-10-17,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-10-17,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-10-17,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-10-17,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-10-17,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-10-17,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-10-17,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-10-17,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-10-17,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-10-17,absent
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-10-17,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-10-17,late
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-10-17,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-10-17,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-10-20,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-10-20,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-10-20,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-10-20,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-10-20,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-10-20,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-10-20,absent
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-10-20,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-10-20,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-10-20,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-10-20,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-10-20,late
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-10-20,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-10-20,absent
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-10-20,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-10-20,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-10-20,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-10-20,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-10-20,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-10-20,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-10-20,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-10-20,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-10-20,absent
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-10-20,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-10-20,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-10-20,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-10-20,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-10-20,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-10-20,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-10-20,absent
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-10-20,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-10-20,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-10-20,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-10-20,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-10-20,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-10-20,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-10-20,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-10-20,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-10-20,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-10-20,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-10-20,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-10-20,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-10-20,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-10-20,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-10-20,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-10-21,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-10-21,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-10-21,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-10-21,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-10-21,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-10-21,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-10-21,late
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-10-21,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-10-21,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-10-21,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-10-21,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-10-21,absent
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-10-21,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-10-21,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-10-21,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-10-21,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-10-21,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-10-21,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-10-21,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-10-21,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-10-21,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-10-21,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-10-21,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-10-21,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-10-21,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-10-21,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-10-21,excused
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-10-21,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-10-21,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-10-21,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-10-21,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-10-21,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-10-21,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-10-21,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-10-21,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-10-21,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-10-21,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-10-21,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-10-21,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-10-21,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-10-21,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-10-21,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-10-21,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-10-21,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-10-21,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-10-22,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-10-22,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-10-22,late
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-10-22,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-10-22,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-10-22,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-10-22,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-10-22,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-10-22,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-10-22,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-10-22,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-10-22,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-10-22,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-10-22,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-10-22,excused
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-10-22,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-10-22,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-10-22,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-10-22,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-10-22,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-10-22,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-10-22,absent
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-10-22,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-10-22,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-10-22,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-10-22,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-10-22,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-10-22,absent
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-10-22,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-10-22,absent
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-10-22,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-10-22,absent
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-10-22,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-10-22,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-10-22,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-10-22,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-10-22,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-10-22,excused
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-10-22,absent
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-10-22,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-10-22,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-10-22,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-10-22,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-10-22,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-10-22,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-10-23,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-10-23,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-10-23,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-10-23,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-10-23,present
